Name,URL,Image,Stars,Prices,Stock
Mochila Classic Mini,/mochila-classic-mini/BK6951.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwa14fc146/zoom/BK6951_00_plp_standard.jpg?sw=230&strip=false,5,129,Yes
Mochila Messi,/mochila-messi/CD0770.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwe7a106ab/zoom/CD0770_01_standard.jpg?sw=230&strip=false,5,119,Yes
Canilleras Messi 10,/canilleras-messi-10/DN8592.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw7e9a719a/zoom/DN8592_00_plp_standard.jpg?sw=230&strip=false,3,69,Yes
Canilleras X Youth,/canilleras-x-youth/DN8618.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw4abf6a38/zoom/DN8618_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,69,Yes
Botella Real Madrid 750 ml 2018,/botella-real-madrid-750-ml-2018/CY5617.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw42824d21/zoom/CY5617_00_plp_standard.jpg?sw=230&strip=false,5,25,Yes
Mochila,/mochila/CY7017.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw121b5e4d/zoom/CY7017_00_plp_standard.jpg?sw=230&strip=false,5,129,Yes
Minipelota Messi,/minipelota-messi/DN8736.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw68f09890/zoom/DN8736_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,49,Yes
Zapatillas Yung-96,/zapatillas-yung-96/DB2802.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwa89bfe41/zoom/DB2802_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
Botella Trail 750 ML,/botella-trail-750-ml/CY6245.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwcc0ee154/zoom/CY6245_00_plp_standard.jpg?sw=230&strip=false,5,59,Yes
Botella de 750 ml de las 3 bandas Performance,/botella-de-750-ml-de-las-3-bandas-performance/DJ2235.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw385106cf/zoom/DJ2235_00_plp_standard.jpg?sw=230&strip=false,5,39,Yes
Cinturón para 3 botellas Run,/cinturon-para-3-botellas-run/AC1258.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwf313f34a/zoom/AC1258_00_plp_standard.jpg?sw=230&strip=false,5,159,Yes
Mochila Classic Mediana,/mochila-classic-mediana/CW0624.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw7b77602e/zoom/CW0624_00_plp_standard.jpg?sw=230&strip=false,5,149,Yes
Pelota de Entrenamiento Context 19 Top,/pelota-de-entrenamiento-context-19-top/DN8637.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw5bd798b1/zoom/DN8637_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,89,Yes
Muñequera de Tenis Pequeña,/munequera-de-tenis-pequena/CF6280.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw9024f0d2/zoom/CF6280_00_plp_standard.jpg?sw=230&strip=false,5,29,Yes
Bolso deportivo 3S GYMBAG,/bolso-deportivo-3s-gymbag/CF3286.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw0e061aea/zoom/CF3286_00_plp_standard.jpg?sw=230&strip=false,5,69,Yes
Chimpunes Nemeziz Messi Tango 18.4 Bajo Techo,/chimpunes-nemeziz-messi-tango-18.4-bajo-techo/CM8639.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwc3f06af1/zoom/CM8639_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Zapatillas VS Advantage,/zapatillas-vs-advantage/BB9620.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwe613627c/zoom/BB9620_00_plp_standard.jpg?sw=230&strip=false,5,179,Yes
Zapatillas AltaSport,/zapatillas-altasport/BA9515.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwde615d4a/zoom/BA9515_00_plp_standard.jpg?sw=230&strip=false,5,139,Yes
Chimpunes COPA 19.3 TF,/chimpunes-copa-19.3-tf/BC0558.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwa69f6683/zoom/BC0558_00_plp_standard.jpg?sw=230&strip=false,4,349,Yes
Pelota Tango Allround Street,/pelota-tango-allround-street/DN8726.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw86f63423/zoom/DN8726_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,89,Yes
Chimpunes NEMEZIZ MESSI 18.4 TF J,/chimpunes-nemeziz-messi-18.4-tf-j/CM8642.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw11de6b95/zoom/CM8642_00_plp_standard.jpg?sw=230&strip=false,5,189,Yes
Chimpunes NEMEZIZ 18.3 TF,/chimpunes-nemeziz-18.3-tf/D97986.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwb8b08769/zoom/D97986_00_plp_standard.jpg?sw=230&strip=false,5,349,Yes
Zapatillas SEELEY J,/zapatillas-seeley-j/BY3838.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw7ee8532c/zoom/BY3838_00_plp_standard.jpg?sw=230&strip=false,5,199,Yes
Camiseta de Local Real Madrid 2018,/camiseta-de-local-real-madrid-2018/DH3372.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw6d0f5931/zoom/DH3372_000_plp_model.jpg?sw=230&strip=false,5,229,Yes
Gorra de natación de silicona adidas,/gorra-de-natacion-de-silicona-adidas/802315.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw46ee0cbc/zoom/802315_00_plp_standard.jpg?sw=230&strip=false,5,39,Yes
Chimpunes Nemeziz Messi Tango 18.3 Bajo Techo,/chimpunes-nemeziz-messi-tango-18.3-bajo-techo/CM8633.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw0d4f87f9/zoom/CM8633_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes NEMEZIZ MESSI 18.4 FxG J,/chimpunes-nemeziz-messi-18.4-fxg-j/CM8630.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw984778e9/zoom/CM8630_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes X 18.4 FxG J,/chimpunes-x-18.4-fxg-j/BB9378.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw88c218b1/zoom/BB9378_00_plp_standard.jpg?sw=230&strip=false,4,189,Yes
Chimpunes Fútsal Predator 19.4,/chimpunes-futsal-predator-19.4/CM8552.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwedcdb666/zoom/CM8552_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes COPA 19.4 FG J,/chimpunes-copa-19.4-fg-j/D98087.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwa40c6e14/zoom/D98087_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes PREDATOR 19.4 TF J,/chimpunes-predator-19.4-tf-j/CM8557.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwbd6473e8/zoom/CM8557_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes PREDATOR 19.4 FxG J,/chimpunes-predator-19.4-fxg-j/CM8541.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwb54e60c2/zoom/CM8541_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes COPA 19 4 IN JR,/chimpunes-copa-19-4-in-jr/D98094.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw11e4c130/zoom/D98094_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes Nemeziz 18.1 Terreno Firme,/chimpunes-nemeziz-18.1-terreno-firme/BB9425.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw0b4251a1/zoom/BB9425_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,899,Yes
Chimpunes X 18.1 Terreno Firme,/chimpunes-x-18.1-terreno-firme/BB9345.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw52a62cee/zoom/BB9345_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,899,Yes
Chimpunes PREDATOR 19.3 IN,/chimpunes-predator-19.3-in/D97965.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwf8e63dfc/zoom/D97965_00_plp_standard.jpg?sw=230&strip=false,4,349,Yes
Chimpunes Predator 19.2,/chimpunes-predator-19.2/D97940.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw5b25e37e/zoom/D97940_00_plp_standard.jpg?sw=230&strip=false,5,429,Yes
Chimpunes NEMEZIZ MESSI 18.3 FG J,/chimpunes-nemeziz-messi-18.3-fg-j/CM8627.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwb25b8e52/zoom/CM8627_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes X 18.3 FG,/chimpunes-x-18.3-fg/BB9366.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw9dd33c6c/zoom/BB9366_00_plp_standard.jpg?sw=230&strip=false,5,349,Yes
Chimpunes X 18.4 TF J,/chimpunes-x-18.4-tf-j/BB9416.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwf8321e19/zoom/BB9416_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,189,Yes
Chimpunes NEMEZIZ 18.3 FG,/chimpunes-nemeziz-18.3-fg/BB9437.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwa3f2e2af/zoom/BB9437_00_plp_standard.jpg?sw=230&strip=false,5,349,Yes
Chimpunes NEMEZIZ MESSI 18.4 TF,/chimpunes-nemeziz-messi-18.4-tf/D97261.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw953db25e/zoom/D97261_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
Polera con Capucha Coeeze,/polera-con-capucha-coeeze/DU7183.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw66fe19da/zoom/DU7183_000_plp_model.jpg?sw=230&strip=false,4,229,Yes
Zapatillas Lite Racer CLN,/zapatillas-lite-racer-cln/BB7053.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwdd357009/zoom/BB7053_00_plp_standard.jpg?sw=230&strip=false,5,129,Yes
Pantalón Coeeze,/pantalon-coeeze/DU2348.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw79bf192d/zoom/DU2348_21_model.jpg?sw=230&strip=false,Not Ranked,199,Yes
Chimpunes COPA 19.4 TF,/chimpunes-copa-19.4-tf/D98070.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw24c2841a/zoom/D98070_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes X 18 3 IN JR,/chimpunes-x-18-3-in-jr/BB9395.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw4495b3a4/zoom/BB9395_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes X 18.3 FG J,/chimpunes-x-18.3-fg-j/BB9370.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwb4ef2abb/zoom/BB9370_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes PREDATOR 19 3 IN JR,/chimpunes-predator-19-3-in-jr/CM8544.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw3e0d9f84/zoom/CM8544_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes COPA 19.3 FG J,/chimpunes-copa-19.3-fg-j/D98082.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwfdaf4917/zoom/D98082_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Zapatillas TERREX SWIFT R2 GTX,/zapatillas-terrex-swift-r2-gtx/CM7492.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw99e2e1ca/zoom/CM7492_00_plp_standard.jpg?sw=230&strip=false,5,399,Yes
Zapatillas NMD_CS1 PK,/zapatillas-nmd_cs1-pk/BB9260.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwd196b309/zoom/BB9260_00_plp_standard.jpg?sw=230&strip=false,5,599,Yes
Chimpunes PREDATOR 19.3 FG J,/chimpunes-predator-19.3-fg-j/CM8534.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw36bbe59b/zoom/CM8534_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes COPA 19 3 IN,/chimpunes-copa-19-3-in/D98065.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw1237e5e4/zoom/D98065_00_plp_standard.jpg?sw=230&strip=false,4,349,Yes
Chimpunes NEMEZIZ 18.4 FxG,/chimpunes-nemeziz-18.4-fxg/D97992.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw4b6a9d77/zoom/D97992_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Chimpunes COPA 19.4 FG,/chimpunes-copa-19.4-fg/D98067.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw68b773d8/zoom/D98067_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
Zapatillas Predator 19.1,/zapatillas-predator-19.1/D98057.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw7c74c59f/zoom/D98057_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,499,Yes
Chimpunes Fútsal Predator 19.4,/chimpunes-futsal-predator-19.4/D97976.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwf3dc01d2/zoom/D97976_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
Zapatillas Predator 19.1,/zapatillas-predator-19.1/F35849.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw8ed9476f/zoom/F35849_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,499,Yes
Chimpunes Predator 19.1 Terreno Firme,/chimpunes-predator-19.1-terreno-firme/BC0552.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwac4f2d8f/zoom/BC0552_00_plp_standard.jpg?sw=230&strip=false,4,899,Yes
Chimpunes Copa 19.1 Terreno Firme,/chimpunes-copa-19.1-terreno-firme/BB9185.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwdaf2bb99/zoom/BB9185_00_plp_standard.jpg?sw=230&strip=false,5,899,Yes
Chimpunes PREDATOR 19.3 TR,/chimpunes-predator-19.3-tr/D97969.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw3e5ae03a/zoom/D97969_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,349,Yes
Chimpunes PREDATOR 19.4 TF,/chimpunes-predator-19.4-tf/D97973.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwda298f85/zoom/D97973_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
Chimpunes X 18.4 FG,/chimpunes-x-18.4-fg/BB9375.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwab2f787d/zoom/BB9375_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
Zapatillas Predator 19.1,/zapatillas-predator-19.1/D98056.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw785c0274/zoom/D98056_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,499,Yes
Chimpunes PREDATOR 19.3 FG,/chimpunes-predator-19.3-fg/BB9334.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw148b7a9f/zoom/BB9334_00_plp_standard.jpg?sw=230&strip=false,5,349,Yes
Licras Largas Alphaskin Sport,/licras-largas-alphaskin-sport/CF7215.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw43a14d70/zoom/CF7215_01_laydown.jpg?sw=230&strip=false,5,119,Yes
Chimpunes PREDATOR 19.3 TF,/chimpunes-predator-19.3-tf/D97962.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw7eb4bbcc/zoom/D97962_00_plp_standard.jpg?sw=230&strip=false,5,349,Yes
Zapatillas SUPERSTAR,/zapatillas-superstar/B37986.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw9f9eff06/zoom/B37986_00_plp_standard.jpg?sw=230&strip=false,5,279,Yes
Polo Corto Coeeze,/polo-corto-coeeze/DU2340.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw2c7886bf/zoom/DU2340_000_plp_model.jpg?sw=230&strip=false,Not Ranked,99,Yes
Chimpunes para césped natural seco Goletto 6,/chimpunes-para-cesped-natural-seco-goletto-6/AQ4285.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw62b32e02/zoom/AQ4285_00_plp_standard.jpg?sw=230&strip=false,5,139,Yes
Polo Coeeze,/polo-coeeze/DU7190.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw738fd6a8/zoom/DU7190_000_plp_model.jpg?sw=230&strip=false,Not Ranked,79,Yes
Zapatillas AltaRun,/zapatillas-altarun/BA7902.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw64ff3110/zoom/BA7902_00_plp_standard.jpg?sw=230&strip=false,5,139,Yes
Chimpunes X 18.4 TF,/chimpunes-x-18.4-tf/BB9412.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw728ed8b5/zoom/BB9412_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Pantalón NMD,/pantalon-nmd/DH2274.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwaab19615/zoom/DH2274_21_model.jpg?sw=230&strip=false,4,229,Yes
Licras 3/4 Response,/licras-3-4-response/CZ5076.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwe8422ac0/zoom/CZ5076_22_model.jpg?sw=230&strip=false,5,179,Yes
Chimpunes X 18.3 TF J,/chimpunes-x-18.3-tf-j/BB9402.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwd94c3eca/zoom/BB9402_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Polo Supernova Reflectante,/polo-supernova-reflectante/CG1096.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw461f4b21/zoom/CG1096_000_plp_model.jpg?sw=230&strip=false,Not Ranked,199,Yes
Chimpunes Mundial Team,/chimpunes-mundial-team/019228.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw3e7d04fb/zoom/019228_00_plp_standard.jpg?sw=230&strip=false,5,399,Yes
Espinilleras Everclub,/espinilleras-everclub/CW5564.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwa314469e/zoom/CW5564_00_plp_standard.jpg?sw=230&strip=false,4,59,Yes
Tenis Yung-96,/tenis-yung-96/F35017.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw52512e4e/zoom/F35017_00_plp_standard.jpg?sw=230&strip=false,5,329,Yes
Chimpunes PREDATOR 19.3 TF J,/chimpunes-predator-19.3-tf-j/CM8547.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw1808a5e2/zoom/CM8547_00_plp_standard.jpg?sw=230&strip=false,5,259,Yes
Zapatillas LITE RACER,/zapatillas-lite-racer/B43720.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw336afcea/zoom/B43720_00_plp_standard.jpg?sw=230&strip=false,2,229,Yes
Zapatillas Cloudfoam Element Race,/zapatillas-cloudfoam-element-race/DB1481.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw5c54e0f2/zoom/DB1481_00_plp_standard.jpg?sw=230&strip=false,5,229,Yes
Espinilleras Everlite,/espinilleras-everlite/CW5559.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dw9ddd4561/zoom/CW5559_00_plp_standard.jpg?sw=230&strip=false,4,59,Yes
Zapatillas VS ADVANTAGE CL,/zapatillas-vs-advantage-cl/B42304.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwde4019d2/zoom/B42304_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,199,Yes
Chimpunes PREDATOR 19.4 FxG,/chimpunes-predator-19.4-fxg/D97970.html,https://www.adidas.pe/dis/dw/image/v2/aaqx_prd/on/demandware.static/-/Sites-adidas-products/default/dwabe50a97/zoom/D97970_00_plp_standard.jpg?sw=230&strip=false,Not Ranked,259,Yes
